,REF_DATE,GEO,Dairy distribution,VECTOR,VALUE,TERMINATED
12791,1996-10,Saskatchewan,Delivered as cream,v382218,69,1
12792,1996-10,Alberta,"Milk sold off farms, total",v382222,47709,0
12793,1996-10,Alberta,Fluid purposes,v382223,25982,0
12794,1996-10,Alberta,Industrial purposes,v382224,21642,0
12795,1996-10,Alberta,Delivered as cream,v382225,85,1
12796,1996-10,British Columbia,"Milk sold off farms, total",v382162,45892,0
12797,1996-10,British Columbia,Fluid purposes,v382163,30060,0
12798,1996-10,British Columbia,Industrial purposes,v382164,15832,0
12800,1996-11,Canada,"Milk sold off farms, total",v382155,557837,0
12801,1996-11,Canada,Fluid purposes,v382156,236149,0
12802,1996-11,Canada,Industrial purposes,v382157,320806,0
12803,1996-11,Canada,Delivered as cream,v382158,883,1
12804,1996-11,Newfoundland and Labrador,"Milk sold off farms, total",v382166,2170,0
12805,1996-11,Newfoundland and Labrador,Fluid purposes,v382167,2170,0
12808,1996-11,Prince Edward Island,"Milk sold off farms, total",v382173,6733,0
12809,1996-11,Prince Edward Island,Fluid purposes,v382174,1207,0
12810,1996-11,Prince Edward Island,Industrial purposes,v382175,5451,0
12811,1996-11,Prince Edward Island,Delivered as cream,v382176,76,1
12812,1996-11,Nova Scotia,"Milk sold off farms, total",v382180,14272,0
12813,1996-11,Nova Scotia,Fluid purposes,v382181,8979,0
12814,1996-11,Nova Scotia,Industrial purposes,v382182,5293,0
12815,1996-11,Nova Scotia,Delivered as cream,v382183,1,1
12816,1996-11,New Brunswick,"Milk sold off farms, total",v382187,10123,0
12817,1996-11,New Brunswick,Fluid purposes,v382188,5781,0
12818,1996-11,New Brunswick,Industrial purposes,v382189,4314,0
12819,1996-11,New Brunswick,Delivered as cream,v382190,28,1
12820,1996-11,Quebec,"Milk sold off farms, total",v382194,210968,0
12821,1996-11,Quebec,Fluid purposes,v382195,57366,0
12822,1996-11,Quebec,Industrial purposes,v382196,153602,0
12824,1996-11,Ontario,"Milk sold off farms, total",v382201,185857,0
12825,1996-11,Ontario,Fluid purposes,v382202,86527,0
12826,1996-11,Ontario,Industrial purposes,v382203,98766,0
12827,1996-11,Ontario,Delivered as cream,v382204,565,1
12828,1996-11,Manitoba,"Milk sold off farms, total",v382208,22268,0
12829,1996-11,Manitoba,Fluid purposes,v382209,10601,0
12830,1996-11,Manitoba,Industrial purposes,v382210,11586,0
12831,1996-11,Manitoba,Delivered as cream,v382211,81,1
12832,1996-11,Saskatchewan,"Milk sold off farms, total",v382215,15111,0
12833,1996-11,Saskatchewan,Fluid purposes,v382216,7298,0
12834,1996-11,Saskatchewan,Industrial purposes,v382217,7753,0
12835,1996-11,Saskatchewan,Delivered as cream,v382218,60,1
12836,1996-11,Alberta,"Milk sold off farms, total",v382222,45823,0
12837,1996-11,Alberta,Fluid purposes,v382223,25516,0
12838,1996-11,Alberta,Industrial purposes,v382224,20235,0
12839,1996-11,Alberta,Delivered as cream,v382225,73,1
12840,1996-11,British Columbia,"Milk sold off farms, total",v382162,44511,0
12841,1996-11,British Columbia,Fluid purposes,v382163,30705,0
12842,1996-11,British Columbia,Industrial purposes,v382164,13806,0
12844,1996-12,Canada,"Milk sold off farms, total",v382155,599002,0
12845,1996-12,Canada,Fluid purposes,v382156,234919,0
12846,1996-12,Canada,Industrial purposes,v382157,363221,0
12847,1996-12,Canada,Delivered as cream,v382158,862,1
12848,1996-12,Newfoundland and Labrador,"Milk sold off farms, total",v382166,2813,0
12849,1996-12,Newfoundland and Labrador,Fluid purposes,v382167,2813,0
12852,1996-12,Prince Edward Island,"Milk sold off farms, total",v382173,7335,0
12853,1996-12,Prince Edward Island,Fluid purposes,v382174,1246,0
12854,1996-12,Prince Edward Island,Industrial purposes,v382175,6014,0
12855,1996-12,Prince Edward Island,Delivered as cream,v382176,75,1
12856,1996-12,Nova Scotia,"Milk sold off farms, total",v382180,14435,0
12857,1996-12,Nova Scotia,Fluid purposes,v382181,9060,0
12858,1996-12,Nova Scotia,Industrial purposes,v382182,5375,0
12859,1996-12,Nova Scotia,Delivered as cream,v382183,1,1
12860,1996-12,New Brunswick,"Milk sold off farms, total",v382187,11023,0
12861,1996-12,New Brunswick,Fluid purposes,v382188,5739,0
12862,1996-12,New Brunswick,Industrial purposes,v382189,5266,0
12863,1996-12,New Brunswick,Delivered as cream,v382190,18,1
12864,1996-12,Quebec,"Milk sold off farms, total",v382194,227418,0
12865,1996-12,Quebec,Fluid purposes,v382195,58118,0
12866,1996-12,Quebec,Industrial purposes,v382196,169300,0
12868,1996-12,Ontario,"Milk sold off farms, total",v382201,200222,0
12869,1996-12,Ontario,Fluid purposes,v382202,85467,0
12870,1996-12,Ontario,Industrial purposes,v382203,114181,0
12871,1996-12,Ontario,Delivered as cream,v382204,574,1
12872,1996-12,Manitoba,"Milk sold off farms, total",v382208,23629,0
12873,1996-12,Manitoba,Fluid purposes,v382209,10218,0
12874,1996-12,Manitoba,Industrial purposes,v382210,13332,0
12875,1996-12,Manitoba,Delivered as cream,v382211,79,1
12876,1996-12,Saskatchewan,"Milk sold off farms, total",v382215,16182,0
12877,1996-12,Saskatchewan,Fluid purposes,v382216,7380,0
12878,1996-12,Saskatchewan,Industrial purposes,v382217,8746,0
12879,1996-12,Saskatchewan,Delivered as cream,v382218,56,1
12880,1996-12,Alberta,"Milk sold off farms, total",v382222,48841,0
12881,1996-12,Alberta,Fluid purposes,v382223,25355,0
12882,1996-12,Alberta,Industrial purposes,v382224,23426,0
12883,1996-12,Alberta,Delivered as cream,v382225,59,1
12884,1996-12,British Columbia,"Milk sold off farms, total",v382162,47104,0
12885,1996-12,British Columbia,Fluid purposes,v382163,29523,0
12886,1996-12,British Columbia,Industrial purposes,v382164,17581,0
12888,1997-01,Canada,"Milk sold off farms, total",v382155,615241,0
12889,1997-01,Canada,Fluid purposes,v382156,240967,0
12890,1997-01,Canada,Industrial purposes,v382157,373535,0
12891,1997-01,Canada,Delivered as cream,v382158,738,1
12892,1997-01,Newfoundland and Labrador,"Milk sold off farms, total",v382166,2334,0
12893,1997-01,Newfoundland and Labrador,Fluid purposes,v382167,2334,0
12896,1997-01,Prince Edward Island,"Milk sold off farms, total",v382173,7308,0
12897,1997-01,Prince Edward Island,Fluid purposes,v382174,1255,0
12898,1997-01,Prince Edward Island,Industrial purposes,v382175,5998,0
12899,1997-01,Prince Edward Island,Delivered as cream,v382176,55,1
12900,1997-01,Nova Scotia,"Milk sold off farms, total",v382180,14949,0
12901,1997-01,Nova Scotia,Fluid purposes,v382181,9360,0
12902,1997-01,Nova Scotia,Industrial purposes,v382182,5589,0
12904,1997-01,New Brunswick,"Milk sold off farms, total",v382187,11227,0
12905,1997-01,New Brunswick,Fluid purposes,v382188,6013,0
12906,1997-01,New Brunswick,Industrial purposes,v382189,5199,0
12907,1997-01,New Brunswick,Delivered as cream,v382190,14,1
12908,1997-01,Quebec,"Milk sold off farms, total",v382194,232561,0
12909,1997-01,Quebec,Fluid purposes,v382195,58937,0
12910,1997-01,Quebec,Industrial purposes,v382196,173624,0
12912,1997-01,Ontario,"Milk sold off farms, total",v382201,207348,0
12913,1997-01,Ontario,Fluid purposes,v382202,88499,0
12914,1997-01,Ontario,Industrial purposes,v382203,118363,0
12915,1997-01,Ontario,Delivered as cream,v382204,486,1
12916,1997-01,Manitoba,"Milk sold off farms, total",v382208,23851,0
12917,1997-01,Manitoba,Fluid purposes,v382209,10086,0
12918,1997-01,Manitoba,Industrial purposes,v382210,13682,0
12919,1997-01,Manitoba,Delivered as cream,v382211,83,1
12920,1997-01,Saskatchewan,"Milk sold off farms, total",v382215,16705,0
12921,1997-01,Saskatchewan,Fluid purposes,v382216,7284,0
12922,1997-01,Saskatchewan,Industrial purposes,v382217,9378,0
12923,1997-01,Saskatchewan,Delivered as cream,v382218,43,1
12924,1997-01,Alberta,"Milk sold off farms, total",v382222,50142,0
12925,1997-01,Alberta,Fluid purposes,v382223,25859,0
12926,1997-01,Alberta,Industrial purposes,v382224,24226,0
12927,1997-01,Alberta,Delivered as cream,v382225,57,1
12928,1997-01,British Columbia,"Milk sold off farms, total",v382162,48815,0
12929,1997-01,British Columbia,Fluid purposes,v382163,31340,0
12930,1997-01,British Columbia,Industrial purposes,v382164,17475,0
12932,1997-02,Canada,"Milk sold off farms, total",v382155,565141,0
12933,1997-02,Canada,Fluid purposes,v382156,214594,0
12934,1997-02,Canada,Industrial purposes,v382157,349897,0
12935,1997-02,Canada,Delivered as cream,v382158,650,1
12936,1997-02,Newfoundland and Labrador,"Milk sold off farms, total",v382166,2353,0
12937,1997-02,Newfoundland and Labrador,Fluid purposes,v382167,2353,0
12940,1997-02,Prince Edward Island,"Milk sold off farms, total",v382173,6864,0
12941,1997-02,Prince Edward Island,Fluid purposes,v382174,1132,0
12942,1997-02,Prince Edward Island,Industrial purposes,v382175,5690,0
12943,1997-02,Prince Edward Island,Delivered as cream,v382176,43,1
12944,1997-02,Nova Scotia,"Milk sold off farms, total",v382180,13632,0
12945,1997-02,Nova Scotia,Fluid purposes,v382181,8294,0
12946,1997-02,Nova Scotia,Industrial purposes,v382182,5337,0
12948,1997-02,New Brunswick,"Milk sold off farms, total",v382187,10258,0
12949,1997-02,New Brunswick,Fluid purposes,v382188,5163,0
12950,1997-02,New Brunswick,Industrial purposes,v382189,5084,0
12951,1997-02,New Brunswick,Delivered as cream,v382190,10,1
12952,1997-02,Quebec,"Milk sold off farms, total",v382194,213549,0
12953,1997-02,Quebec,Fluid purposes,v382195,53733,0
12954,1997-02,Quebec,Industrial purposes,v382196,159816,0
12956,1997-02,Ontario,"Milk sold off farms, total",v382201,189539,0
12957,1997-02,Ontario,Fluid purposes,v382202,78858,0
12958,1997-02,Ontario,Industrial purposes,v382203,110258,0
12959,1997-02,Ontario,Delivered as cream,v382204,424,1
12960,1997-02,Manitoba,"Milk sold off farms, total",v382208,21603,0
12961,1997-02,Manitoba,Fluid purposes,v382209,8591,0
12962,1997-02,Manitoba,Industrial purposes,v382210,12937,0
12963,1997-02,Manitoba,Delivered as cream,v382211,75,1
12964,1997-02,Saskatchewan,"Milk sold off farms, total",v382215,15600,0
12965,1997-02,Saskatchewan,Fluid purposes,v382216,6217,0
12966,1997-02,Saskatchewan,Industrial purposes,v382217,9342,0
12967,1997-02,Saskatchewan,Delivered as cream,v382218,41,1
12968,1997-02,Alberta,"Milk sold off farms, total",v382222,46179,0
12969,1997-02,Alberta,Fluid purposes,v382223,25517,0
12970,1997-02,Alberta,Industrial purposes,v382224,20605,0
12971,1997-02,Alberta,Delivered as cream,v382225,57,1
12972,1997-02,British Columbia,"Milk sold off farms, total",v382162,45564,0
12973,1997-02,British Columbia,Fluid purposes,v382163,24736,0
12974,1997-02,British Columbia,Industrial purposes,v382164,20828,0
12976,1997-03,Canada,"Milk sold off farms, total",v382155,634179,0
12977,1997-03,Canada,Fluid purposes,v382156,234168,0
12978,1997-03,Canada,Industrial purposes,v382157,399265,0
12979,1997-03,Canada,Delivered as cream,v382158,747,1
12980,1997-03,Newfoundland and Labrador,"Milk sold off farms, total",v382166,2876,0
12981,1997-03,Newfoundland and Labrador,Fluid purposes,v382167,2876,0
12984,1997-03,Prince Edward Island,"Milk sold off farms, total",v382173,7923,0
12985,1997-03,Prince Edward Island,Fluid purposes,v382174,1215,0
12986,1997-03,Prince Edward Island,Industrial purposes,v382175,6657,0
12987,1997-03,Prince Edward Island,Delivered as cream,v382176,52,1
12988,1997-03,Nova Scotia,"Milk sold off farms, total",v382180,15193,0
12989,1997-03,Nova Scotia,Fluid purposes,v382181,8766,0
12990,1997-03,Nova Scotia,Industrial purposes,v382182,6427,0
12992,1997-03,New Brunswick,"Milk sold off farms, total",v382187,11431,0
12993,1997-03,New Brunswick,Fluid purposes,v382188,5530,0
12994,1997-03,New Brunswick,Industrial purposes,v382189,5894,0
12995,1997-03,New Brunswick,Delivered as cream,v382190,7,1
12996,1997-03,Quebec,"Milk sold off farms, total",v382194,240383,0
12997,1997-03,Quebec,Fluid purposes,v382195,58091,0
12998,1997-03,Quebec,Industrial purposes,v382196,182292,0
13000,1997-03,Ontario,"Milk sold off farms, total",v382201,212056,0
13001,1997-03,Ontario,Fluid purposes,v382202,85347,0
13002,1997-03,Ontario,Industrial purposes,v382203,126219,0
13003,1997-03,Ontario,Delivered as cream,v382204,490,1
13004,1997-03,Manitoba,"Milk sold off farms, total",v382208,24130,0
13005,1997-03,Manitoba,Fluid purposes,v382209,9368,0
13006,1997-03,Manitoba,Industrial purposes,v382210,14674,0
13007,1997-03,Manitoba,Delivered as cream,v382211,88,1
13008,1997-03,Saskatchewan,"Milk sold off farms, total",v382215,17608,0
13009,1997-03,Saskatchewan,Fluid purposes,v382216,6872,0
13010,1997-03,Saskatchewan,Industrial purposes,v382217,10682,0
13011,1997-03,Saskatchewan,Delivered as cream,v382218,54,1
13012,1997-03,Alberta,"Milk sold off farms, total",v382222,51739,0
13013,1997-03,Alberta,Fluid purposes,v382223,28910,0
13014,1997-03,Alberta,Industrial purposes,v382224,22774,0
13015,1997-03,Alberta,Delivered as cream,v382225,55,1
13016,1997-03,British Columbia,"Milk sold off farms, total",v382162,50840,0
13017,1997-03,British Columbia,Fluid purposes,v382163,27193,0
13018,1997-03,British Columbia,Industrial purposes,v382164,23647,0
13020,1997-04,Canada,"Milk sold off farms, total",v382155,627491,0
13021,1997-04,Canada,Fluid purposes,v382156,225779,0
13022,1997-04,Canada,Industrial purposes,v382157,400803,0
13023,1997-04,Canada,Delivered as cream,v382158,909,1
13024,1997-04,Newfoundland and Labrador,"Milk sold off farms, total",v382166,2364,0
13025,1997-04,Newfoundland and Labrador,Fluid purposes,v382167,2364,0
13028,1997-04,Prince Edward Island,"Milk sold off farms, total",v382173,7812,0
13029,1997-04,Prince Edward Island,Fluid purposes,v382174,1170,0
13030,1997-04,Prince Edward Island,Industrial purposes,v382175,6567,0
13031,1997-04,Prince Edward Island,Delivered as cream,v382176,74,1
13032,1997-04,Nova Scotia,"Milk sold off farms, total",v382180,14737,0
13033,1997-04,Nova Scotia,Fluid purposes,v382181,8720,0
13034,1997-04,Nova Scotia,Industrial purposes,v382182,6017,0
13036,1997-04,New Brunswick,"Milk sold off farms, total",v382187,11175,0
13037,1997-04,New Brunswick,Fluid purposes,v382188,5425,0
13038,1997-04,New Brunswick,Industrial purposes,v382189,5732,0
13039,1997-04,New Brunswick,Delivered as cream,v382190,19,1
13040,1997-04,Quebec,"Milk sold off farms, total",v382194,241069,0
13041,1997-04,Quebec,Fluid purposes,v382195,56639,0
13042,1997-04,Quebec,Industrial purposes,v382196,184430,0
13044,1997-04,Ontario,"Milk sold off farms, total",v382201,209805,0
13045,1997-04,Ontario,Fluid purposes,v382202,82595,0
13046,1997-04,Ontario,Industrial purposes,v382203,126607,0
13047,1997-04,Ontario,Delivered as cream,v382204,603,1
13048,1997-04,Manitoba,"Milk sold off farms, total",v382208,23197,0
13049,1997-04,Manitoba,Fluid purposes,v382209,9441,0
13050,1997-04,Manitoba,Industrial purposes,v382210,13673,0
13051,1997-04,Manitoba,Delivered as cream,v382211,83,1
13052,1997-04,Saskatchewan,"Milk sold off farms, total",v382215,17320,0
13053,1997-04,Saskatchewan,Fluid purposes,v382216,6449,0
13054,1997-04,Saskatchewan,Industrial purposes,v382217,10818,0
13055,1997-04,Saskatchewan,Delivered as cream,v382218,52,1
13056,1997-04,Alberta,"Milk sold off farms, total",v382222,50923,0
13057,1997-04,Alberta,Fluid purposes,v382223,26722,0
13058,1997-04,Alberta,Industrial purposes,v382224,24123,0
13059,1997-04,Alberta,Delivered as cream,v382225,77,1
13060,1997-04,British Columbia,"Milk sold off farms, total",v382162,49089,0
13061,1997-04,British Columbia,Fluid purposes,v382163,26254,0
13062,1997-04,British Columbia,Industrial purposes,v382164,22835,0
13064,1997-05,Canada,"Milk sold off farms, total",v382155,657065,0
13065,1997-05,Canada,Fluid purposes,v382156,234283,0
13066,1997-05,Canada,Industrial purposes,v382157,421823,0
13067,1997-05,Canada,Delivered as cream,v382158,958,1
13068,1997-05,Newfoundland and Labrador,"Milk sold off farms, total",v382166,2384,0
13069,1997-05,Newfoundland and Labrador,Fluid purposes,v382167,2384,0
13072,1997-05,Prince Edward Island,"Milk sold off farms, total",v382173,8504,0
13073,1997-05,Prince Edward Island,Fluid purposes,v382174,1270,0
13074,1997-05,Prince Edward Island,Industrial purposes,v382175,7143,0
13075,1997-05,Prince Edward Island,Delivered as cream,v382176,91,1
13076,1997-05,Nova Scotia,"Milk sold off farms, total",v382180,15215,0
13077,1997-05,Nova Scotia,Fluid purposes,v382181,8885,0
13078,1997-05,Nova Scotia,Industrial purposes,v382182,6330,0
13080,1997-05,New Brunswick,"Milk sold off farms, total",v382187,11541,0
13081,1997-05,New Brunswick,Fluid purposes,v382188,5644,0
13082,1997-05,New Brunswick,Industrial purposes,v382189,5867,0
13083,1997-05,New Brunswick,Delivered as cream,v382190,30,1
13084,1997-05,Quebec,"Milk sold off farms, total",v382194,253281,0
13085,1997-05,Quebec,Fluid purposes,v382195,56959,0
13086,1997-05,Quebec,Industrial purposes,v382196,196322,0
13088,1997-05,Ontario,"Milk sold off farms, total",v382201,219236,0
13089,1997-05,Ontario,Fluid purposes,v382202,87674,0
13090,1997-05,Ontario,Industrial purposes,v382203,130959,0
13091,1997-05,Ontario,Delivered as cream,v382204,603,1
13092,1997-05,Manitoba,"Milk sold off farms, total",v382208,24029,0
13093,1997-05,Manitoba,Fluid purposes,v382209,9433,0
13094,1997-05,Manitoba,Industrial purposes,v382210,14503,0
13095,1997-05,Manitoba,Delivered as cream,v382211,93,1
13096,1997-05,Saskatchewan,"Milk sold off farms, total",v382215,18650,0
13097,1997-05,Saskatchewan,Fluid purposes,v382216,6767,0
13098,1997-05,Saskatchewan,Industrial purposes,v382217,11828,0
13099,1997-05,Saskatchewan,Delivered as cream,v382218,54,1
13100,1997-05,Alberta,"Milk sold off farms, total",v382222,53885,0
13101,1997-05,Alberta,Fluid purposes,v382223,27900,0
13102,1997-05,Alberta,Industrial purposes,v382224,25898,0
13103,1997-05,Alberta,Delivered as cream,v382225,87,1
